"tinyId","nome","categoriaTiny","departamentoProposto","categoriaProposta","confianca","decisao","motivo"
"741045086","Cílios nagaraku Y - Volume brasileiro - 9mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045121","Cílios nagaraku Y - Volume brasileiro - Mix 8-12","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045116","Cílios nagaraku Y - Volume brasileiro - Mix 8-14","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051838","Cílios para treino","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051851","Cílios tufo fadvan - FD18 mix","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048304","Cílios Tufo Nesura Eyelash 10D","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048312","Cílios Tufo Nesura Eyelash 10D - 10mm","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048317","Cílios Tufo Nesura Eyelash 10D - 12mm","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051863","Cílios tufo New show - 30P + 40P - mix","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048322","Cílios tufo New show 20p","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048330","Cílios tufo New show 20p - 10mm","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048335","Cílios tufo New show 20p - 12mm","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048340","Cílios tufo New show 20p - 14mm","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076488","Cílios tufo potinho para alongamento - Tufinho","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076504","Cílios tufo potinho para alongamento - Tufinho - 10","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076512","Cílios tufo potinho para alongamento - Tufinho - 12","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076518","Cílios tufo potinho para alongamento - Tufinho - 14","Lash Designer >> Cilios tufo","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044658","Cílios Y  Decemars - volume brasileiro - 10mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044663","Cílios Y  Decemars - volume brasileiro - 11mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044668","Cílios Y  Decemars - volume brasileiro - 12mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044673","Cílios Y  Decemars - volume brasileiro - 13mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044678","Cílios Y  Decemars - volume brasileiro - 14mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044648","Cílios Y  Decemars - volume brasileiro - 8mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044653","Cílios Y  Decemars - volume brasileiro - 9mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044683","Cílios Y  Decemars - volume brasileiro - Mix 8-12","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044688","Cílios Y  Decemars - volume brasileiro - Mix 8-14","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051480","Cílios Y  Marrom Decemars ","Decemars","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738051866","Cílios Y colorido fadvan - Mix","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076393","Cílios Y Fadvan curvatura C","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051870","Cílios Y Fadvan Curvatura C Mix 8-14mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051883","Cílios Y Maria Sasha Curvatura M - Volume Brasileiro","Maria Sasha","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"741048369","Cílios YY marrom Nagaraku 0.07D","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048379","Cílios YY marrom Nagaraku 0.07D - Mix 8-14","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"804742884","Cola Adesivo  Beautify Oxe  (3g)","(SEM CATEGORIA)","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"804740643","Cola Adesivo  Beautify Pro Angel  (3g)","(SEM CATEGORIA)","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"804742292","Cola Adesivo para Extensão de Cílios Beautify Pro Best  (3g)","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"804741385","Cola Adesivo para Extensão de Cílios Beautify Pro Brown  (3g)","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"804742448","Cola Adesivo para Extensão de Cílios Beautify Pro Fast   (3g)","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"804743475","Cola Adesivo SKY Rose ","(SEM CATEGORIA)","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"738051919","Cola Ardell para Tufo","Lash Designer >> Colas/Adesivos","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077462","Cola Aurora Cherry Lash 3g | Extensão de Cílios | Com ANVISA","Lash Designer >> Colas/Adesivos","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051922","Cola cherry INFINITY 3ml","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077449","Cola Cherry Lash One 3ml Extensão Cílios Secagem Rápida","Lash Designer >> Colas/Adesivos","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051904","Cola Clione Prime Love 3g | Extensão de Cílios | Alta Retenção","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"741047296","COLA ELITE HS10","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051941","Cola Elite HS16 - 3g","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"744931408","Cola Elite hs17 - 3g","(SEM CATEGORIA)","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"738051950","Cola High Sobelle - 3g","(SEM CATEGORIA)","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"738051956","Cola Lanel para cílios tufinho - 30ml","Lash Designer >> Colas /  Adesivos","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"812515727","COLA LASHES CO PURE++ 5ML","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738051961","COLA MACY GOLD 3ML","Colas/Adesivos","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"738051971","Cola Macy Nano Tek 3ml Para Extensão De Cílios Volume Russo","Lash Designer >> Colas/Adesivos","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052002","COLA MACY P+ 3ML","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077442","Cola Master Elite Diamond transparente- 3ml","Lash Designer >> Colas /  Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052008","Cola master elite Esmeralda 3ml","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052022","COLA MASTER ELITE RUBY - 3G","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052058","COLA SKY GLUE - 5g - Tampa Vermelha","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052074","Cola Sobelle Glamour 3Ml","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052083","Cola Sobelle Hero 3ml","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052097","Cola Sobelle Powerful 3ml","Lash Designer >> Colas/Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052104","Cola/Adesivo Salon Pro 30","Lash Designer >> Colas /  Adesivos","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052116","Coletor Aspirador de Pó de Unhas Nail - Vacuum Cleaner 60W","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052148","Copo Dappen transparente","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052169","Desidrat - Sachê","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052221","Escovinha 50 un","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052229","Espelho de mão","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"806075479","Espelho de mão","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076230","Espelho de mão - Dupla face zoom","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"804879004","Espelho de mão Borboleta","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052269","Espelho de mão coração","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052356","Espelho de precisão","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052376","Espelho de precisão coraçao","Acesssórios","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"806077288","Espuma de limpeza Sobelle","(SEM CATEGORIA)","Lash Designer","Higienização","MEDIA","AUTO_APROVADO","Nome indica preparação/higienização lash."
"738052409","Espuma shampoo de limpeza navina 50Ml","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Higienização","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052425","Espuma shampoo de limpeza power Miriam motta 150ml","Lash Designer >> Miriam Motta","Lash Designer","Higienização","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"748826699","ESPUMA SHAMPOO DE LIMPEZA SOFT SNOW - CHERRY","Lash Designer >> Cherry","Lash Designer","Higienização","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"803642694","Espuma Shampoo Sobelle Detox 150ml | Limpeza Profunda","(SEM CATEGORIA)","Lash Designer","Higienização","MEDIA","AUTO_APROVADO","Nome indica preparação/higienização lash."
"803642177","Espuma Shampoo Sobelle Sensitive Calm 150ml | Pele Sensível","(SEM CATEGORIA)","Lash Designer","Higienização","MEDIA","AUTO_APROVADO","Nome indica preparação/higienização lash."
"738052450","Estojo para pinça -","Acesssórios e descartáveis","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738052458","Fibra em Rolo - Vòlia","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052465","Finalizador PRO - Cherry","Lash Designer >> Cherry","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052486","Fita de silicone para extensão de cílios","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738052516","Fita japonesa","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052525","Fita japonesa fina para isolamento","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052539","Fita Micropore","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076128","Fita para levantar palpebra","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052559","Fita Transpore","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052576","Fita transpore rosa","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052597","Fixador de Henna Rare Way 20ml","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738052600","Frasco pump","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052610","Gel Base Clear – Sachê 12g","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052641","Gel Classic Clear – Sachê 14g","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052682","Gel Classic Cover – Sachê 14g","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052691","Gel Classic Nude – Sachê 14g - Vòlia","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052707","Gel Classic Pink – Sachê 14g","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052730","Gel Construtor Blanco 24g - Anylovy","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052743","Gel Construtor Cover 24g - ANYLOVY","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052755","Gel Construtor Cover Nude 24g - Anylovy","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052763","Gel Construtor Natural Pink 30g - Bluwe","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052772","Gel Construtor Nude 24g - Anylovy","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052780","Gel Construtor Universal Nude 30g - Bluwe","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052799","Gel Cover Shine 24g","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049245","Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049258","Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 1 Transparente","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741048756","Henna Glance para Sobrancelhas Rare Way 3,5","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741048799","Henna Glance para Sobrancelhas Rare Way 3,5 - Castanho claro","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741048788","Henna Glance para Sobrancelhas Rare Way 3,5 - Castanho escuro","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741048781","Henna Glance para Sobrancelhas Rare Way 3,5 - Castanho médio","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741048775","Henna Glance para Sobrancelhas Rare Way 3,5 - Loiro escuro","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741048794","Henna Glance para Sobrancelhas Rare Way 3,5 - Preto","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"805048777","Henna Sourcil","(SEM CATEGORIA)","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"805048785","Henna Sourcil - Castanho claro","(SEM CATEGORIA)","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"805048782","Henna Sourcil - Castanho escuro","(SEM CATEGORIA)","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"805048788","Henna Sourcil - Castanho médio","(SEM CATEGORIA)","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"805048791","Henna Sourcil - Preto","(SEM CATEGORIA)","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"806077361","Henna Sourcil 3g","Sobrancelha >> Sour Cil","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"806077377","Henna Sourcil 3g - Castanho escuro","Sobrancelha >> Sour Cil","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"806077384","Henna Sourcil 3g - Castanho médio","Sobrancelha >> Sour Cil","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"806077394","Henna Sourcil 3g - Preto","Sobrancelha >> Sour Cil","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738052804","Higienizador Bluwe 130ml","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052814","Higrômetro digital","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052831","Higrômetro Digital Pequeno","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052853","Iluminador Led Tomate","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052857","Kit 02 Esmaltes em Gel Nude Translúcido- 15ml - Bella Rosa","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052863","Kit 3 navalhas","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052870","Kit 3 pinças para sobrancelha","(SEM CATEGORIA)","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738052882","KIT 6 Presilha - G","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052928","KIT 6 Presilha - P","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052936","Kit c/5 Pincéis Boleador Colorido","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738052945","Kit Francesinha esmalte em gel branco Bella rosa","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741047693","Kit Henna Menela","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741047737","Kit Henna Menela - Castanho claro","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741047731","Kit Henna Menela - Castanho escuro","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741047725","Kit Henna Menela - Castanho médio","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741047715","Kit Henna Menela - Loiro escuro","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741047720","Kit Henna Menela - Preto","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741047170","KIT INICIANTE 1","Lash Designer >> Kit Iniciante","Lash Designer","Kits","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052955","KIT INICIANTE 2 COMPLETO","Lash Designer >> Kit Iniciante","Lash Designer","Kits","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047161","KIT INICIANTE 3 + KIT RETENÇÃO COMPLETO","Lash Designer >> Kit Iniciante","Lash Designer","Kits","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738052969","Kit Lash Lifting Iconsign","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738052978","Kit navalha 3 unidades","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738052985","Kit pincel ponta fina sereia - 3un","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053009","KIT RETENÇÃO CHERRY LASH - BRUMA + FINALIZADOR + PRIMER","Lash Designer >> Cherry","Lash Designer","Higienização","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053015","Lápis Dermatográfico Coloured - Preto","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738053023","LÁPIS DERMATOGRÁFICO SOBRANCELHAS SOFT BRANCO - 1 UN (0) Cód","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741048813","Lápis dermografico Mitisubishi","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"741048822","Lápis dermografico Mitisubishi - Branco","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
